Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       1/1           Graph::getEulerianCircle() const [2]
[328]    0.0    0.00    0.00       1         std::stack<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::stack<std::deque<unsigned int, std::allocator<unsigned int> >, void>() [328]
                0.00    0.00       1/1           std::deque<unsigned int, std::allocator<unsigned int> >::deque() [326]
-----------------------------------------------
                0.00    0.00       1/1           Graph::getEulerianCircle() const [2]
[329]    0.0    0.00    0.00       1         std::stack<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::~stack() [329]
                0.00    0.00       1/1           std::deque<unsigned int, std::allocator<unsigned int> >::~deque() [327]
-----------------------------------------------
                0.00    0.00       1/1           Graph::Graph(unsigned int, unsigned int, int) [21]
[330]    0.0    0.00    0.00       1         std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long) [330]
                0.00    0.00       1/37          std::vector<Edge, std::allocator<Edge> >::max_size() const [192]
                0.00    0.00       1/1           std::vector<Edge, std::allocator<Edge> >::capacity() const [293]
                0.00    0.00       1/74          std::vector<Edge, std::allocator<Edge> >::size() const [186]
                0.00    0.00       1/37          std::vector<Edge, std::allocator<Edge> >::_S_use_relocate() [197]
                0.00    0.00       1/19          std::_Vector_base<Edge, std::allocator<Edge> >::_M_allocate(unsigned long) [208]
                0.00    0.00       1/40          std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() [189]
                0.00    0.00       1/37          std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&) [195]
                0.00    0.00       1/22          std::_Vector_base<Edge, std::allocator<Edge> >::_M_deallocate(Edge*, unsigned long) [203]
-----------------------------------------------
                0.00    0.00       1/1           Graph::getEulerianCircle() const [2]
[331]    0.0    0.00    0.00       1         std::vector<Edge, std::allocator<Edge> >::vector(std::vector<Edge, std::allocator<Edge> >&&) [331]
                0.00    0.00       1/1           std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base(std::_Vector_base<Edge, std::allocator<Edge> >&&) [309]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[332]    0.0    0.00    0.00       1         std::vector<Edge, std::allocator<Edge> >::operator[](unsigned long) [332]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [334]
[333]    0.0    0.00    0.00       1         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_max_size(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [333]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::vector<bool, std::allocator<bool> > > >::max_size(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [322]
                0.00    0.00       1/1009        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [138]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [38]
[334]    0.0    0.00    0.00       1         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [334]
                0.00    0.00       1/6           std::allocator<std::vector<bool, std::allocator<bool> > >::allocator(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [238]
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_max_size(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [333]
                0.00    0.00       1/8           std::allocator<std::vector<bool, std::allocator<bool> > >::~allocator() [228]
-----------------------------------------------
                0.00    0.00       1/1           Graph::Graph() [284]
[335]    0.0    0.00    0.00       1         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector() [335]
                0.00    0.00       1/1           std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base() [312]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_move_assign(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&&, std::integral_constant<bool, true>) [75]
[336]    0.0    0.00    0.00       1         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [336]
                0.00    0.00       1/1           std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [311]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [77]
[337]    0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [337]
                0.00    0.00       1/1000        std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [140]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&) [339]
[338]    0.0    0.00    0.00       1         std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [338]
                0.00    0.00       1/971         std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [174]
                0.00    0.00       1/1009        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [138]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, unsigned int const&, std::allocator<unsigned int> const&) [341]
[339]    0.0    0.00    0.00       1         std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&) [339]
                0.00    0.00       1/2           std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&) [269]
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [338]
                0.00    0.00       1/4           std::allocator<unsigned int>::~allocator() [242]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, unsigned int const&, std::allocator<unsigned int> const&) [341]
[340]    0.0    0.00    0.00       1         std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_initialize(unsigned long, unsigned int const&) [340]
                0.00    0.00       1/2           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [277]
                0.00    0.00       1/1           unsigned int* std::__uninitialized_fill_n_a<unsigned int*, unsigned long, unsigned int, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::allocator<unsigned int>&) [349]
-----------------------------------------------
                0.00    0.00       1/1           Graph::getEulerianCircle() const [2]
[341]    0.0    0.00    0.00       1         std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, unsigned int const&, std::allocator<unsigned int> const&) [341]
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&) [339]
                0.00    0.00       1/1           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&) [319]
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_initialize(unsigned long, unsigned int const&) [340]
-----------------------------------------------
                0.00    0.00       1/1           Graph::getEulerianCircle() const [2]
[342]    0.0    0.00    0.00       1         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [342]
                0.00    0.00       1/2           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [277]
                0.00    0.00       1/1           void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [354]
                0.00    0.00       1/1           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [320]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [352]
[343]    0.0    0.00    0.00       1         unsigned int* std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::random_access_iterator_tag) [343]
                0.00    0.00       1/1           void std::__fill_a<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [355]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_move_assign(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&&, std::integral_constant<bool, true>) [75]
[344]    0.0    0.00    0.00       1         void std::__alloc_on_move<std::allocator<std::vector<bool, std::allocator<bool> > > >(std::allocator<std::vector<bool, std::allocator<bool> > >&, std::allocator<std::vector<bool, std::allocator<bool> > >&) [344]
                0.00    0.00       1/1           void std::__do_alloc_on_move<std::allocator<std::vector<bool, std::allocator<bool> > > >(std::allocator<std::vector<bool, std::allocator<bool> > >&, std::allocator<std::vector<bool, std::allocator<bool> > >&, std::integral_constant<bool, true>) [346]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [352]
[345]    0.0    0.00    0.00       1         std::__size_to_integer(unsigned long) [345]
-----------------------------------------------
                0.00    0.00       1/1           void std::__alloc_on_move<std::allocator<std::vector<bool, std::allocator<bool> > > >(std::allocator<std::vector<bool, std::allocator<bool> > >&, std::allocator<std::vector<bool, std::allocator<bool> > >&) [344]
[346]    0.0    0.00    0.00       1         void std::__do_alloc_on_move<std::allocator<std::vector<bool, std::allocator<bool> > > >(std::allocator<std::vector<bool, std::allocator<bool> > >&, std::allocator<std::vector<bool, std::allocator<bool> > >&, std::integral_constant<bool, true>) [346]
                0.00    0.00       1/1           std::remove_reference<std::allocator<std::vector<bool, std::allocator<bool> > >&>::type&& std::move<std::allocator<std::vector<bool, std::allocator<bool> > >&>(std::allocator<std::vector<bool, std::allocator<bool> > >&) [350]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [352]
[347]    0.0    0.00    0.00       1         std::iterator_traits<unsigned int*>::iterator_category std::__iterator_category<unsigned int*>(unsigned int* const&) [347]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::__uninitialized_fill_n_a<unsigned int*, unsigned long, unsigned int, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::allocator<unsigned int>&) [349]
[348]    0.0    0.00    0.00       1         unsigned int* std::uninitialized_fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [348]
                0.00    0.00       1/1           unsigned int* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [323]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_initialize(unsigned long, unsigned int const&) [340]
[349]    0.0    0.00    0.00       1         unsigned int* std::__uninitialized_fill_n_a<unsigned int*, unsigned long, unsigned int, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::allocator<unsigned int>&) [349]
                0.00    0.00       1/1           unsigned int* std::uninitialized_fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [348]
-----------------------------------------------
                0.00    0.00       1/1           void std::__do_alloc_on_move<std::allocator<std::vector<bool, std::allocator<bool> > > >(std::allocator<std::vector<bool, std::allocator<bool> > >&, std::allocator<std::vector<bool, std::allocator<bool> > >&, std::integral_constant<bool, true>) [346]
[350]    0.0    0.00    0.00       1         std::remove_reference<std::allocator<std::vector<bool, std::allocator<bool> > >&>::type&& std::move<std::allocator<std::vector<bool, std::allocator<bool> > >&>(std::allocator<std::vector<bool, std::allocator<bool> > >&) [350]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator=(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&&) [76]
[351]    0.0    0.00    0.00       1         std::remove_reference<std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&>::type&& std::move<std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&>(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&) [351]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [323]
[352]    0.0    0.00    0.00       1         unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [352]
                0.00    0.00       1/1           std::iterator_traits<unsigned int*>::iterator_category std::__iterator_category<unsigned int*>(unsigned int* const&) [347]
                0.00    0.00       1/1           std::__size_to_integer(unsigned long) [345]
                0.00    0.00       1/1           unsigned int* std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::random_access_iterator_tag) [343]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [354]
[353]    0.0    0.00    0.00       1         void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [353]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [306]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [342]
[354]    0.0    0.00    0.00       1         void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [354]
                0.00    0.00       1/1           void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [353]
-----------------------------------------------
                0.00    0.00       1/1           unsigned int* std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::random_access_iterator_tag) [343]
[355]    0.0    0.00    0.00       1         void std::__fill_a<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [355]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<unsigned int>::__value, void>::__type std::__fill_a1<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [356]
-----------------------------------------------
                0.00    0.00       1/1           void std::__fill_a<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [355]
[356]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<unsigned int>::__value, void>::__type std::__fill_a1<unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int const&) [356]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [283] __static_initialization_and_destruction_0(int, int) (Main.cpp) [299] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl::~_Deque_impl() [122] std::stack<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::pop()
  [22] Graph::addEdge(Edge const&) [223] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_map(unsigned long) [15] std::stack<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::top()
  [23] Graph::addEdge(unsigned int, unsigned int) [300] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_create_nodes(unsigned int**, unsigned int**) [19] std::stack<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::push(unsigned int const&)
  [34] Graph::Graph(unsigned int) [301] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl_data::_Deque_impl_data() [328] std::stack<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::stack<std::deque<unsigned int, std::allocator<unsigned int> >, void>()
 [284] Graph::Graph()        [172] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_node() [329] std::stack<unsigned int, std::deque<unsigned int, std::allocator<unsigned int> > >::~stack()
  [21] Graph::Graph(unsigned int, unsigned int, int) [302] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_destroy_nodes(unsigned int**, unsigned int**) [194] std::vector<Edge, std::allocator<Edge> >::_S_max_size(std::allocator<Edge> const&)
  [73] Graph::~Graph()       [224] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_map(unsigned int**, unsigned long) [195] std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&)
  [74] Graph::operator=(Graph&&) [303] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_initialize_map(unsigned long) [113] void std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&)
 [206] __gnu_cxx::new_allocator<Edge>::deallocate(Edge*, unsigned long) [173] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_node(unsigned int*) [196] std::vector<Edge, std::allocator<Edge> >::_S_do_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&, std::integral_constant<bool, true>)
 [207] __gnu_cxx::new_allocator<Edge>::allocate(unsigned long, void const*) [116] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [197] std::vector<Edge, std::allocator<Edge> >::_S_use_relocate()
 [108] void __gnu_cxx::new_allocator<Edge>::construct<Edge, Edge>(Edge*, Edge&&) [304] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_base() [218] void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&)
 [285] __gnu_cxx::new_allocator<Edge>::new_allocator(__gnu_cxx::new_allocator<Edge> const&) [305] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::~_Deque_base() [198] std::vector<Edge, std::allocator<Edge> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
 [256] __gnu_cxx::new_allocator<Edge>::new_allocator() [28] std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [204] std::vector<Edge, std::allocator<Edge> >::end()
 [246] __gnu_cxx::new_allocator<Edge>::~new_allocator() [229] unsigned int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int*>(unsigned int* const*, unsigned int* const*, unsigned int**) [205] std::vector<Edge, std::allocator<Edge> >::begin()
 [220] __gnu_cxx::new_allocator<unsigned int*>::deallocate(unsigned int**, unsigned long) [156] unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [330] std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long)
 [221] __gnu_cxx::new_allocator<unsigned int*>::allocate(unsigned long, void const*) [69] void std::_Destroy_aux<false>::__destroy<std::vector<bool, std::allocator<bool> >*>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*) [114] std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&)
 [211] __gnu_cxx::new_allocator<unsigned int*>::new_allocator() [249] void std::_Destroy_aux<true>::__destroy<Edge*>(Edge*, Edge*) [331] std::vector<Edge, std::allocator<Edge> >::vector(std::vector<Edge, std::allocator<Edge> >&&)
 [212] __gnu_cxx::new_allocator<unsigned int*>::~new_allocator() [306] void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [281] std::vector<Edge, std::allocator<Edge> >::vector()
 [257] __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::deallocate(std::vector<bool, std::allocator<bool> >*, unsigned long) [208] std::_Vector_base<Edge, std::allocator<Edge> >::_M_allocate(unsigned long) [253] std::vector<Edge, std::allocator<Edge> >::~vector()
 [258] __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::allocate(unsigned long, void const*) [307] std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::_Vector_impl(std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl&&) [332] std::vector<Edge, std::allocator<Edge> >::operator[](unsigned long)
 [237] __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > > const&) [270] std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::_Vector_impl() [333] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_max_size(std::allocator<std::vector<bool, std::allocator<bool> > > const&)
 [259] __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::new_allocator() [250] std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::~_Vector_impl() [75] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_move_assign(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&&, std::integral_constant<bool, true>)
 [227] __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::~new_allocator() [203] std::_Vector_base<Edge, std::allocator<Edge> >::_M_deallocate(Edge*, unsigned long) [334] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&)
 [141] __gnu_cxx::new_allocator<bool>::new_allocator() [308] std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data&&) [37] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_initialize(unsigned long, std::vector<bool, std::allocator<bool> > const&)
 [142] __gnu_cxx::new_allocator<bool>::~new_allocator() [271] std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data::_Vector_impl_data() [53] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::at(unsigned long)
 [167] __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [189] std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() [38] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > > const&)
 [117] void __gnu_cxx::new_allocator<unsigned int>::destroy<unsigned int>(unsigned int*) [309] std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base(std::_Vector_base<Edge, std::allocator<Edge> >&&) [335] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector()
 [168] __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [272] std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base() [336] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(std::allocator<std::vector<bool, std::allocator<bool> > > const&)
 [118] void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>(unsigned int*, unsigned int const&) [251] std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base() [39] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > const&)
 [260] __gnu_cxx::new_allocator<unsigned int>::new_allocator(__gnu_cxx::new_allocator<unsigned int> const&) [273] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_allocate(unsigned long) [70] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::~vector()
 [261] __gnu_cxx::new_allocator<unsigned int>::new_allocator() [310] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl::_Vector_impl() [76] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator=(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&&)
 [241] __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [252] std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [9] std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator[](unsigned long)
