Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.01     998/998         std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [29]
                0.00    0.00    1996/1996        std::_Bit_const_iterator std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [135]
-----------------------------------------------
                0.00    0.00   50898/101796      std::_Bit_iterator::operator++() [44]
                0.00    0.00   50898/101796      std::_Bit_const_iterator::operator++() [45]
[33]     0.2    0.01    0.00  101796         std::_Bit_iterator_base::_M_bump_up() [33]
-----------------------------------------------
                0.00    0.00       1/1           Graph::Graph(unsigned int, unsigned int, int) [21]
[34]     0.1    0.00    0.00       1         Graph::Graph(unsigned int) [34]
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [38]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, std::allocator<bool> const&) [78]
                0.00    0.00       1/999         std::vector<bool, std::allocator<bool> >::~vector() [67]
                0.00    0.00       1/2           std::allocator<std::vector<bool, std::allocator<bool> > >::allocator() [267]
                0.00    0.00       1/1           std::allocator<bool>::allocator() [297]
                0.00    0.00       1/999         std::allocator<bool>::~allocator() [147]
                0.00    0.00       1/8           std::allocator<std::vector<bool, std::allocator<bool> > >::~allocator() [228]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*>(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*) [40]
[35]     0.1    0.00    0.00       1         std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*>(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*) [35]
                0.00    0.00     499/998         void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&) [26]
                0.00    0.00     500/500         bool __gnu_cxx::operator!=<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > > const&) [182]
                0.00    0.00     499/499         __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::operator*() const [184]
                0.00    0.00     499/1996        std::vector<bool, std::allocator<bool> >* std::__addressof<std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >&) [133]
                0.00    0.00     499/499         __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::operator++() [183]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::uninitialized_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [41]
[36]     0.1    0.00    0.00       1         std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [36]
                0.00    0.00     499/998         void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&) [26]
                0.00    0.00     499/1996        std::vector<bool, std::allocator<bool> >* std::__addressof<std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >&) [133]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [38]
[37]     0.1    0.00    0.00       1         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_initialize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [37]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n_a<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > >&) [43]
                0.00    0.00       1/8           std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_get_Tp_allocator() [230]
-----------------------------------------------
                0.00    0.00       1/1           Graph::Graph(unsigned int) [34]
[38]     0.1    0.00    0.00       1         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [38]
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_initialize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [37]
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [334]
                0.00    0.00       1/2           std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [276]
-----------------------------------------------
                0.00    0.00       1/1           Graph::getEulerianCircle() const [2]
[39]     0.1    0.00    0.00       1         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > const&) [39]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > >(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*, std::allocator<std::vector<bool, std::allocator<bool> > >&) [42]
                0.00    0.00       1/2           std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_get_Tp_allocator() const [265]
                0.00    0.00       1/1           __gnu_cxx::__alloc_traits<std::allocator<std::vector<bool, std::allocator<bool> > >, std::vector<bool, std::allocator<bool> > >::_S_select_on_copy(std::allocator<std::vector<bool, std::allocator<bool> > > const&) [286]
                0.00    0.00       1/248503      std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::size() const [107]
                0.00    0.00       1/2           std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [276]
                0.00    0.00       1/8           std::allocator<std::vector<bool, std::allocator<bool> > >::~allocator() [228]
                0.00    0.00       1/8           std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_get_Tp_allocator() [230]
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::end() const [294]
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::begin() const [295]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > >(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*, std::allocator<std::vector<bool, std::allocator<bool> > >&) [42]
[40]     0.1    0.00    0.00       1         std::vector<bool, std::allocator<bool> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*>(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*) [40]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*>(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*) [35]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n_a<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > >&) [43]
[41]     0.1    0.00    0.00       1         std::vector<bool, std::allocator<bool> >* std::uninitialized_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [41]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [36]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > const&) [39]
[42]     0.1    0.00    0.00       1         std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > >(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*, std::allocator<std::vector<bool, std::allocator<bool> > >&) [42]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*>(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*) [40]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_initialize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [37]
[43]     0.1    0.00    0.00       1         std::vector<bool, std::allocator<bool> >* std::__uninitialized_fill_n_a<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > >&) [43]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >* std::uninitialized_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&) [41]
-----------------------------------------------
                0.00    0.00   50898/50898       std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [28]
[44]     0.1    0.00    0.00   50898         std::_Bit_iterator::operator++() [44]
                0.00    0.00   50898/101796      std::_Bit_iterator_base::_M_bump_up() [33]
-----------------------------------------------
                0.00    0.00   50898/50898       std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [28]
[45]     0.1    0.00    0.00   50898         std::_Bit_const_iterator::operator++() [45]
                0.00    0.00   50898/101796      std::_Bit_iterator_base::_M_bump_up() [33]
-----------------------------------------------
                0.00    0.00  249001/249001      Graph::getEulerianCircle() const [2]
[46]     0.0    0.00    0.00  249001         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) const [46]
                0.00    0.00  249001/249001      std::_Bit_const_iterator::operator[](long) const [51]
                0.00    0.00  249001/499499      std::vector<bool, std::allocator<bool> >::begin() const [48]
-----------------------------------------------
                0.00    0.00     998/500497      std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [27]
                0.00    0.00  499499/500497      std::vector<bool, std::allocator<bool> >::begin() const [48]
[47]     0.0    0.00    0.00  500497         std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [47]
                0.00    0.00  500497/94319488     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [10]
-----------------------------------------------
                0.00    0.00     998/499499      std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
                0.00    0.00  249001/499499      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) const [46]
                0.00    0.00  249500/499499      std::vector<bool, std::allocator<bool> >::size() const [49]
[48]     0.0    0.00    0.00  499499         std::vector<bool, std::allocator<bool> >::begin() const [48]
                0.00    0.00  499499/500497      std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [47]
-----------------------------------------------
                0.00    0.00     998/249500      std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
                0.00    0.00  248502/249500      std::vector<bool, std::allocator<bool> >::_M_range_check(unsigned long) const [50]
[49]     0.0    0.00    0.00  249500         std::vector<bool, std::allocator<bool> >::size() const [49]
                0.00    0.00  249500/250498      std::vector<bool, std::allocator<bool> >::end() const [54]
                0.00    0.00  249500/499499      std::vector<bool, std::allocator<bool> >::begin() const [48]
                0.00    0.00  249500/250498      std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [102]
-----------------------------------------------
                0.00    0.00  248502/248502      std::vector<bool, std::allocator<bool> >::at(unsigned long) [24]
[50]     0.0    0.00    0.00  248502         std::vector<bool, std::allocator<bool> >::_M_range_check(unsigned long) const [50]
                0.00    0.00  248502/249500      std::vector<bool, std::allocator<bool> >::size() const [49]
-----------------------------------------------
                0.00    0.00  249001/249001      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) const [46]
[51]     0.0    0.00    0.00  249001         std::_Bit_const_iterator::operator[](long) const [51]
                0.00    0.00  249001/299899      std::_Bit_const_iterator::operator*() const [52]
                0.00    0.00  249001/249001      std::operator+(std::_Bit_const_iterator const&, long) [57]
-----------------------------------------------
                0.00    0.00   50898/299899      std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [28]
                0.00    0.00  249001/299899      std::_Bit_const_iterator::operator[](long) const [51]
[52]     0.0    0.00    0.00  299899         std::_Bit_const_iterator::operator*() const [52]
                0.00    0.00  299899/93612899     std::_Bit_reference::operator bool() const [13]
                0.00    0.00  299899/93912299     std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [14]
-----------------------------------------------
                0.00    0.00  248502/248502      Graph::addEdge(unsigned int, unsigned int) [23]
[53]     0.0    0.00    0.00  248502         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::at(unsigned long) [53]
                0.00    0.00  248502/93561502     std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator[](unsigned long) [9]
                0.00    0.00  248502/248502      std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_range_check(unsigned long) const [111]
-----------------------------------------------
                0.00    0.00     998/250498      std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
                0.00    0.00  249500/250498      std::vector<bool, std::allocator<bool> >::size() const [49]
[54]     0.0    0.00    0.00  250498         std::vector<bool, std::allocator<bool> >::end() const [54]
                0.00    0.00  250498/250498      std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [55]
-----------------------------------------------
                0.00    0.00  250498/250498      std::vector<bool, std::allocator<bool> >::end() const [54]
[55]     0.0    0.00    0.00  250498         std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [55]
                0.00    0.00  250498/94319488     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [10]
-----------------------------------------------
                0.00    0.00  249001/249001      std::operator+(std::_Bit_const_iterator const&, long) [57]
[56]     0.0    0.00    0.00  249001         std::_Bit_const_iterator::operator+=(long) [56]
                0.00    0.00  249001/93811502     std::_Bit_iterator_base::_M_incr(long) [11]
-----------------------------------------------
                0.00    0.00  249001/249001      std::_Bit_const_iterator::operator[](long) const [51]
[57]     0.0    0.00    0.00  249001         std::operator+(std::_Bit_const_iterator const&, long) [57]
                0.00    0.00  249001/249001      std::_Bit_const_iterator::operator+=(long) [56]
-----------------------------------------------
                0.00    0.00  124251/248502      Graph::addEdge(unsigned int, unsigned int) [23]
                0.00    0.00  124251/248502      Graph::getEulerianCircle() const [2]
[58]     0.0    0.00    0.00  248502         std::_Bit_reference::operator=(std::_Bit_reference const&) [58]
                0.00    0.00  248502/93612899     std::_Bit_reference::operator bool() const [13]
                0.00    0.00  248502/547902      std::_Bit_reference::operator=(bool) [93]
-----------------------------------------------
                0.00    0.00       1/999         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [77]
                0.00    0.00     998/999         std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
[59]     0.0    0.00    0.00     999         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [59]
                0.00    0.00     999/93562501     std::operator+(std::_Bit_iterator const&, long) [6]
                0.00    0.00     999/93564497     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [7]
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [149]
                0.00    0.00     999/1998        std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [130]
                0.00    0.00     999/1999        unsigned long* std::__addressof<unsigned long>(unsigned long&) [129]
-----------------------------------------------
                0.00    0.00    3996/3996        std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [61]
[60]     0.0    0.00    0.00    3996         std::_Bit_iterator::_Bit_iterator() [60]
                0.00    0.00    3996/94319488     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [10]
-----------------------------------------------
                0.00    0.00     999/1998        std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [62]
                0.00    0.00     999/1998        std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [64]
[61]     0.0    0.00    0.00    1998         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [61]
                0.00    0.00    3996/3996        std::_Bit_iterator::_Bit_iterator() [60]
-----------------------------------------------
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [65]
[62]     0.0    0.00    0.00     999         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [62]
                0.00    0.00     999/1998        std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [61]
                0.00    0.00     999/1997        std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [132]
-----------------------------------------------
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [66]
[63]     0.0    0.00    0.00     999         std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [63]
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [64]
                0.00    0.00     999/1000        std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [140]
                0.00    0.00     999/999         std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [151]
-----------------------------------------------
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [63]
[64]     0.0    0.00    0.00     999         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [64]
                0.00    0.00     999/1998        std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [61]
-----------------------------------------------
                0.00    0.00       1/999         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [77]
                0.00    0.00     998/999         std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [25]
[65]     0.0    0.00    0.00     999         std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [65]
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [62]
                0.00    0.00     999/999         std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) [148]
                0.00    0.00     999/2996        std::allocator<unsigned long>::~allocator() [127]
-----------------------------------------------
                0.00    0.00     999/999         std::vector<bool, std::allocator<bool> >::~vector() [67]
[66]     0.0    0.00    0.00     999         std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [66]
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [63]
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [150]
-----------------------------------------------
                0.00    0.00       1/999         Graph::Graph(unsigned int) [34]
                0.00    0.00     998/999         void std::_Destroy<std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*) [68]
[67]     0.0    0.00    0.00     999         std::vector<bool, std::allocator<bool> >::~vector() [67]
                0.00    0.00     999/999         std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [66]
-----------------------------------------------
                0.00    0.00     998/998         void std::_Destroy_aux<false>::__destroy<std::vector<bool, std::allocator<bool> >*>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*) [69]
[68]     0.0    0.00    0.00     998         void std::_Destroy<std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*) [68]
                0.00    0.00     998/999         std::vector<bool, std::allocator<bool> >::~vector() [67]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<std::vector<bool, std::allocator<bool> >*>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*) [71]
[69]     0.0    0.00    0.00       4         void std::_Destroy_aux<false>::__destroy<std::vector<bool, std::allocator<bool> >*>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*) [69]
